index,x,y,theta,discounted_reward,last_reward,path_len
86,-18.260, 4.500, 1.571, -5.341, -11.100000, 23
87,-18.260, 4.500, 3.142, -6.005, -11.100000, 17
88,-18.260, 4.500, 4.712, -2.473, -11.100000, 358
89,-15.920, -17.100, 0.000, -3.665, -11.100000, 52
90,-15.920, -17.100, 1.571, 3.595, 8.900000, 14
91,-15.920, -17.100, 3.142, 3.890, 8.900000, 13
92,-15.920, -17.100, 4.712, -3.545, -0.100000, 400
93,-15.920, -14.940, 0.000, 2.693, 8.900000, 14
94,-15.920, -14.940, 1.571, -2.397, -11.100000, 71
95,-15.920, -14.940, 3.142, -2.429, 8.900000, 196
96,-15.920, -14.940, 4.712, 5.612, 8.900000, 8
97,-15.920, -12.780, 0.000, -0.078, 8.900000, 27
98,-15.920, -12.780, 1.571, 0.024, 8.900000, 26
99,-15.920, -12.780, 3.142, 0.523, 9.900000, 29
100,-15.920, -12.780, 4.712, 1.211, 8.900000, 20
101,-15.920, -10.620, 0.000, 0.024, 8.900000, 26
102,-15.920, -10.620, 1.571, -3.833, -11.100000, 37
103,-15.920, -10.620, 3.142, -2.202, 8.900000, 57
104,-15.920, -10.620, 4.712, 3.050, 8.900000, 16
105,-15.920, -8.460, 0.000, -3.120, 8.900000, 140
106,-15.920, -8.460, 1.571, -3.593, -11.100000, 62
107,-15.920, -8.460, 3.142, -1.742, 8.900000, 57
108,-15.920, -8.460, 4.712, -0.094, 8.900000, 35
109,-15.920, -6.300, 0.000, -0.660, 8.900000, 31
110,-15.920, -6.300, 1.571, -6.216, -11.100000, 16
111,-15.920, -6.300, 3.142, -4.657, -11.100000, 25
112,-15.920, -6.300, 4.712, -2.042, 8.900000, 59
113,-15.920, -4.140, 0.000, -2.994, 8.900000, 194
114,-15.920, -4.140, 1.571, -2.636, -11.100000, 119
115,-15.920, -4.140, 3.142, -1.661, 8.900000, 53
116,-15.920, -4.140, 4.712, -3.074, 8.900000, 115
118,-15.920, -1.980, 1.571, -3.850, -11.100000, 42
119,-15.920, -1.980, 3.142, -3.574, -11.100000, 42
120,-15.920, -1.980, 4.712, -0.366, 8.900000, 38
121,-15.920, 0.180, 0.000, -2.262, 8.900000, 265
122,-15.920, 0.180, 1.571, -2.934, -11.100000, 73
123,-15.920, 0.180, 3.142, -4.797, -11.100000, 24
124,-15.920, 0.180, 4.712, -2.559, -0.100000, 400
125,-15.920, 2.340, 0.000, -2.407, -0.100000, 400
126,-15.920, 2.340, 1.571, -2.812, -0.100000, 400
127,-15.920, 2.340, 3.142, -2.690, 8.900000, 218
128,-15.920, 2.340, 4.712, -2.649, -0.100000, 400
129,-15.920, 4.500, 0.000, -3.361, -11.100000, 44
130,-15.920, 4.500, 1.571, -2.357, -0.100000, 400
131,-15.920, 4.500, 3.142, -4.398, -11.100000, 27
132,-15.920, 4.500, 4.712, -5.434, -11.100000, 20
133,-13.580, -4.140, 0.000, -3.639, -11.100000, 53
134,-13.580, -4.140, 1.571, -3.603, -11.100000, 39
136,-13.580, -4.140, 4.712, -5.278, -11.100000, 28
137,-13.580, -1.980, 0.000, -2.178, -0.100000, 400
138,-13.580, -1.980, 1.571, -2.574, -0.100000, 400
139,-13.580, -1.980, 3.142, -4.524, -11.100000, 26
140,-13.580, -1.980, 4.712, -4.524, -11.100000, 26
141,-13.580, 0.180, 0.000, -2.635, -0.100000, 400
142,-13.580, 0.180, 1.571, -4.838, -11.100000, 27
143,-13.580, 0.180, 3.142, -4.657, -11.100000, 25
144,-13.580, 0.180, 4.712, -2.138, 8.900000, 188
145,-13.580, 2.340, 0.000, -3.855, -11.100000, 53
146,-13.580, 2.340, 1.571, -2.920, -0.100000, 400
147,-13.580, 2.340, 3.142, -4.289, -11.100000, 35
148,-13.580, 2.340, 4.712, -1.022, 8.900000, 48
149,-13.580, 4.500, 0.000, -3.436, -11.100000, 37
150,-13.580, 4.500, 1.571, -1.968, 8.900000, 87
151,-13.580, 4.500, 3.142, -2.046, 8.900000, 321
152,-13.580, 4.500, 4.712, -1.749, 8.900000, 63
154,-11.240, -4.140, 1.571, -2.883, -11.100000, 59
156,-11.240, -4.140, 4.712, -4.782, -11.100000, 38
157,-11.240, -1.980, 0.000, -2.427, -0.100000, 400
158,-11.240, -1.980, 1.571, -3.252, -11.100000, 61
159,-11.240, -1.980, 3.142, -1.806, 8.900000, 67
160,-11.240, -1.980, 4.712, -3.186, -11.100000, 69
161,-11.240, 0.180, 0.000, -2.544, -0.100000, 400
162,-11.240, 0.180, 1.571, -4.142, -11.100000, 36
163,-11.240, 0.180, 3.142, -4.164, -11.100000, 29
164,-11.240, 0.180, 4.712, -2.560, -0.100000, 400
165,-11.240, 2.340, 0.000, -3.011, 8.900000, 201
166,-11.240, 2.340, 1.571, -3.701, -11.100000, 44
167,-11.240, 2.340, 3.142, -2.170, 8.900000, 91
168,-11.240, 2.340, 4.712, -2.743, -11.100000, 66
169,-11.240, 4.500, 0.000, -2.167, -0.100000, 400
170,-11.240, 4.500, 1.571, -2.238, -0.100000, 400
171,-11.240, 4.500, 3.142, -4.524, -11.100000, 26
172,-11.240, 4.500, 4.712, -2.343, -0.100000, 400
174,-8.900, -4.140, 1.571, -2.941, -11.100000, 54
175,-8.900, -4.140, 3.142, -4.783, -11.100000, 39
176,-8.900, -4.140, 4.712, -3.741, -11.100000, 58
177,-8.900, -1.980, 0.000, -2.230, -0.100000, 400
178,-8.900, -1.980, 1.571, -2.593, -0.100000, 400
179,-8.900, -1.980, 3.142, -2.407, -0.100000, 400
180,-8.900, -1.980, 4.712, -3.853, -11.100000, 51
181,-8.900, 0.180, 0.000, -2.657, -0.100000, 400
182,-8.900, 0.180, 1.571, -2.740, 8.900000, 259
183,-8.900, 0.180, 3.142, -3.152, -11.100000, 58
184,-8.900, 0.180, 4.712, -3.416, -11.100000, 45
185,-8.900, 2.340, 0.000, -2.734, 8.900000, 148
186,-8.900, 2.340, 1.571, -2.974, -0.100000, 400
187,-8.900, 2.340, 3.142, -4.056, -11.100000, 30
188,-8.900, 2.340, 4.712, -2.453, 8.900000, 379
190,-8.900, 4.500, 1.571, -2.171, 8.900000, 390
191,-8.900, 4.500, 3.142, -2.653, 8.900000, 313
193,-6.560, -4.140, 0.000, -2.621, -0.100000, 400
194,-6.560, -4.140, 1.571, -3.231, -11.100000, 40
195,-6.560, -4.140, 3.142, -2.590, -11.100000, 64
197,-6.560, -1.980, 0.000, -2.599, -11.100000, 287
198,-6.560, -1.980, 1.571, -2.152, -0.100000, 400
199,-6.560, -1.980, 3.142, -3.591, -11.100000, 35
200,-6.560, -1.980, 4.712, -3.341, -11.100000, 374
201,-6.560, 0.180, 0.000, -2.316, -0.100000, 400
202,-6.560, 0.180, 1.571, -3.072, -11.100000, 60
203,-6.560, 0.180, 3.142, -3.364, -11.100000, 38
204,-6.560, 0.180, 4.712, -1.976, 8.900000, 74
205,-6.560, 2.340, 0.000, -2.113, -0.100000, 400
206,-6.560, 2.340, 1.571, -2.928, -11.100000, 70
207,-6.560, 2.340, 3.142, -3.738, -11.100000, 44
208,-6.560, 2.340, 4.712, -2.636, -0.100000, 400
209,-6.560, 4.500, 0.000, -2.463, -0.100000, 400
210,-6.560, 4.500, 1.571, -2.099, 8.900000, 183
211,-6.560, 4.500, 3.142, -2.015, 8.900000, 385
212,-6.560, 4.500, 4.712, -2.953, -0.100000, 400
213,-4.220, -4.140, 0.000, -3.088, -0.100000, 400
214,-4.220, -4.140, 1.571, -2.391, -0.100000, 400
215,-4.220, -4.140, 3.142, -2.848, -0.100000, 400
216,-4.220, -4.140, 4.712, -2.874, 8.900000, 79
217,-4.220, -1.980, 0.000, -2.476, 8.900000, 126
218,-4.220, -1.980, 1.571, -2.379, -0.100000, 400
219,-4.220, -1.980, 3.142, -3.173, -11.100000, 49
220,-4.220, -1.980, 4.712, -2.809, 8.900000, 208
221,-4.220, 0.180, 0.000, -2.192, -0.100000, 400
222,-4.220, 0.180, 1.571, -2.823, -11.100000, 52
223,-4.220, 0.180, 3.142, -4.005, -11.100000, 47
224,-4.220, 0.180, 4.712, -3.115, -11.100000, 69
225,-4.220, 2.340, 0.000, -2.561, 8.900000, 159
226,-4.220, 2.340, 1.571, -2.900, -0.100000, 400
227,-4.220, 2.340, 3.142, -1.747, 8.900000, 67
228,-4.220, 2.340, 4.712, -2.730, -0.100000, 400
229,-4.220, 4.500, 0.000, -2.370, -0.100000, 400
230,-4.220, 4.500, 1.571, -2.124, 8.900000, 318
232,-4.220, 4.500, 4.712, -2.513, -0.100000, 400
234,-1.880, -4.140, 1.571, -2.544, -11.100000, 100
235,-1.880, -4.140, 3.142, -3.400, -11.100000, 52
236,-1.880, -4.140, 4.712, -3.249, 8.900000, 263
237,-1.880, -1.980, 0.000, -2.813, 8.900000, 249
238,-1.880, -1.980, 1.571, -2.642, 8.900000, 294
239,-1.880, -1.980, 3.142, -2.389, 8.900000, 133
240,-1.880, -1.980, 4.712, -2.851, -0.100000, 400
241,-1.880, 0.180, 0.000, -2.184, -0.100000, 400
242,-1.880, 0.180, 1.571, -2.763, -0.100000, 400
243,-1.880, 0.180, 3.142, -2.860, -11.100000, 47
244,-1.880, 0.180, 4.712, -2.681, 8.900000, 244
246,-1.880, 2.340, 1.571, -3.041, -0.100000, 400
247,-1.880, 2.340, 3.142, -2.776, -11.100000, 49
248,-1.880, 2.340, 4.712, -2.551, -11.100000, 71
249,-1.880, 4.500, 0.000, -2.325, -0.100000, 400
250,-1.880, 4.500, 1.571, -2.264, 8.900000, 84
252,-1.880, 4.500, 4.712, -2.298, 8.900000, 318
253,0.460, -4.140, 0.000, -2.260, 8.900000, 185
254,0.460, -4.140, 1.571, -2.529, -11.100000, 102
256,0.460, -4.140, 4.712, -3.000, 8.900000, 396
257,0.460, -1.980, 0.000, -3.394, -0.100000, 400
258,0.460, -1.980, 1.571, -3.188, -0.100000, 400
259,0.460, -1.980, 3.142, -2.616, -11.100000, 63
260,0.460, -1.980, 4.712, -2.854, -11.100000, 82
261,0.460, 0.180, 0.000, -2.386, -0.100000, 400
262,0.460, 0.180, 1.571, -2.664, 8.900000, 287
263,0.460, 0.180, 3.142, -1.611, 8.900000, 66
264,0.460, 0.180, 4.712, -2.825, 8.900000, 119
266,0.460, 2.340, 1.571, -3.053, -0.100000, 400
267,0.460, 2.340, 3.142, -2.561, -0.100000, 400
268,0.460, 2.340, 4.712, -2.360, -11.100000, 85
269,0.460, 4.500, 0.000, -2.467, 8.900000, 296
270,0.460, 4.500, 1.571, -1.896, 8.900000, 89
271,0.460, 4.500, 3.142, -2.185, -0.100000, 400
272,0.460, 4.500, 4.712, -2.385, 8.900000, 104
273,2.800, -4.140, 0.000, -2.777, -0.100000, 400
274,2.800, -4.140, 1.571, -2.464, -0.100000, 400
275,2.800, -4.140, 3.142, -2.729, -11.100000, 57
277,2.800, -1.980, 0.000, -2.380, -0.100000, 400
278,2.800, -1.980, 1.571, -2.493, -0.100000, 400
279,2.800, -1.980, 3.142, -1.839, 8.900000, 75
280,2.800, -1.980, 4.712, -2.850, 8.900000, 284
281,2.800, 0.180, 0.000, -2.508, -0.100000, 400
282,2.800, 0.180, 1.571, -2.619, 8.900000, 143
283,2.800, 0.180, 3.142, -2.421, 8.900000, 94
284,2.800, 0.180, 4.712, -2.776, -0.100000, 400
285,2.800, 2.340, 0.000, -2.402, -0.100000, 400
286,2.800, 2.340, 1.571, -3.121, 9.900000, 114
287,2.800, 2.340, 3.142, -2.504, 8.900000, 125
288,2.800, 2.340, 4.712, -2.562, 8.900000, 380
289,2.800, 4.500, 0.000, -2.372, -0.100000, 400
290,2.800, 4.500, 1.571, -2.226, -0.100000, 400
291,2.800, 4.500, 3.142, -2.549, -0.100000, 400
292,2.800, 4.500, 4.712, -2.394, 8.900000, 146
293,5.140, -4.140, 0.000, -2.858, 8.900000, 94
294,5.140, -4.140, 1.571, -2.614, -0.100000, 400
295,5.140, -4.140, 3.142, -3.077, 8.900000, 384
296,5.140, -4.140, 4.712, -3.280, 8.900000, 219
297,5.140, -1.980, 0.000, -2.552, -0.100000, 400
298,5.140, -1.980, 1.571, -2.623, -0.100000, 400
299,5.140, -1.980, 3.142, -2.881, 8.900000, 365
300,5.140, -1.980, 4.712, -2.880, 8.900000, 245
301,5.140, 0.180, 0.000, -2.813, -0.100000, 400
302,5.140, 0.180, 1.571, -3.062, -0.100000, 400
303,5.140, 0.180, 3.142, -2.547, 8.900000, 125
304,5.140, 0.180, 4.712, -2.580, 8.900000, 339
305,5.140, 2.340, 0.000, -2.847, -0.100000, 400
306,5.140, 2.340, 1.571, -3.198, -0.100000, 400
307,5.140, 2.340, 3.142, -2.393, 8.900000, 116
308,5.140, 2.340, 4.712, -2.598, -0.100000, 400
309,5.140, 4.500, 0.000, -2.030, 8.900000, 104
310,5.140, 4.500, 1.571, -2.025, -0.100000, 400
311,5.140, 4.500, 3.142, -2.224, 8.900000, 175
312,5.140, 4.500, 4.712, -2.117, 8.900000, 97
313,7.480, -4.140, 0.000, -2.518, -0.100000, 400
314,7.480, -4.140, 1.571, -2.137, 8.900000, 103
315,7.480, -4.140, 3.142, -3.383, -0.100000, 400
316,7.480, -4.140, 4.712, -3.565, -0.100000, 400
317,7.480, -1.980, 0.000, -2.681, -0.100000, 400
318,7.480, -1.980, 1.571, -2.450, -0.100000, 400
319,7.480, -1.980, 3.142, -2.380, 8.900000, 96
320,7.480, -1.980, 4.712, -2.555, -0.100000, 400
322,7.480, 0.180, 1.571, -2.438, 8.900000, 233
323,7.480, 0.180, 3.142, -2.028, 8.900000, 105
324,7.480, 0.180, 4.712, -2.720, -11.100000, 98
325,7.480, 2.340, 0.000, -3.075, -0.100000, 400
326,7.480, 2.340, 1.571, -3.072, -0.100000, 400
327,7.480, 2.340, 3.142, -2.840, -0.100000, 400
328,7.480, 2.340, 4.712, -2.407, 9.900000, 126
329,7.480, 4.500, 0.000, -2.603, -0.100000, 400
330,7.480, 4.500, 1.571, -2.377, -0.100000, 400
331,7.480, 4.500, 3.142, -2.792, -11.100000, 122
333,9.820, -4.140, 0.000, -2.697, 8.900000, 186
334,9.820, -4.140, 1.571, -2.486, 8.900000, 182
335,9.820, -4.140, 3.142, -2.317, 8.900000, 229
336,9.820, -4.140, 4.712, -3.040, -0.100000, 400
337,9.820, -1.980, 0.000, -2.862, -0.100000, 400
339,9.820, -1.980, 3.142, -1.961, 8.900000, 104
342,9.820, 0.180, 1.571, -2.608, -0.100000, 400
343,9.820, 0.180, 3.142, -2.173, 8.900000, 108
344,9.820, 0.180, 4.712, -3.061, -0.100000, 400
345,9.820, 2.340, 0.000, -2.411, 8.900000, 137
346,9.820, 2.340, 1.571, -3.740, 8.900000, 330
347,9.820, 2.340, 3.142, -2.132, 8.900000, 124
348,9.820, 2.340, 4.712, -2.522, 8.900000, 179
350,9.820, 4.500, 1.571, -2.145, 8.900000, 152
352,9.820, 4.500, 4.712, -2.837, -0.100000, 400
353,12.160, -4.140, 0.000, -3.178, -0.100000, 400
354,12.160, -4.140, 1.571, -2.460, -0.100000, 400
355,12.160, -4.140, 3.142, -2.207, 8.900000, 214
